CODM;RAZAO_SOCIAL;CNPJ;NATUREZA;COD_IES;INSTITUICAO;SIGLA;TELEGONE;SITE;EMAIL;ENDERECO;CIDADE;UF;TIPO;TIPO2;CATEGOORIA;CATEGORIA2;DATA1;CT;ANO_CT;CT_EAD;ANO_EAD;IGC;ANO2;OBS;RLEGAL;OBS3;STIUACAO
17409;INSTITUTO PEDAGOGICO DE MINAS GERAIS LTDA;11.371.257/0001-76;Privada com fins lucrativos;1346;Faculdade IPEMIG (FIPEMIG);FIPEMIG;(31) 3429 7250 e 3429 7261;www.fipemig.com.br;diraca@fbmg.edu.br;Rua Ponte Nova - 665 - CEP: 31110-150 - Floresta;Belo Horizonte;MG;Faculdade;EAD - Superior / Presencial - Superior /;Privada;Privada com fins lucrativos;24/08/2000;4;2018;4;2023;2;2023;;;;Ativa
16194;INSTITUTO DE ENSINO E PESQUISA E POS GRADUACAO EM EDUCACAO E SAUDE LTDA - EPP;05.699.346/0001-43;Privada com fins lucrativos;19879;Faculdade IPESSP (IPESSP);IPESSP;11 - 3539-5767 / 3539-5768;www.fipessp.edu.br;fipessp@fipessp.edu.br;Rua Dona Antônia de Queirós - 333 - CEP: 01307-012 - Consolação;São Paulo;SP;Faculdade;EAD - Superior / Presencial - Superior /;Privada;Privada com fins lucrativos;05/07/2019;4;2024;4;2023;4;2023;;;;Ativa
15012;FACULDADE IRECE;10.854.658/0001-14;Privada com fins lucrativos;15504;FACULDADE IRECÊ (FAI);FAI;(74) 3641-8000;www.faifaculdade.com.br;marcos.carvalho@faifaculdade.com.br;Rua Rio Iguaçu - 397 - CEP: 44873-030 - Recanto das Árvores;Irecê;BA;Faculdade;EAD - Superior / Presencial - Superior /;Privada;Privada com fins lucrativos;19/12/2013;3;2017;4;2021;3;2023;;;;Ativa
15741;INSTITUTO SUPERIOR DE ADMINISTR E ECONOMIA DO MERCOSUL;00.929.003/0001-04;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;17590;Faculdade ISAE BRASIL (ISAE);ISAE;(041) 33887800;https://isaebrasil.com.br/;ies@isaebrasil.com.br;Avenida Sete de Setembro - 2775 - CEP: 80230-010 - Rebouças;Curitiba;PR;Faculdade;EAD - Superior / Presencial - Superior /;Privada;Privada sem fins lucrativos;30/04/2015;4;2022;4;2019;SC;2023;;;;Ativa
12776;SISTEMA DE ENSINO SUPERIOR CIDADE DE BELO HORIZONTE LTDA - ME;10.513.491/0001-28;Privada com fins lucrativos;13828;FACULDADE ISEIB DE BELO HORIZONTE (FIBH);FIBH;(31) 32612707;www.fibh.edu.br;grupoiseib@iseib.edu.br diretoria.executiva@iseib.edu.br;Avenida Afonso Pena - 266 - CEP: 30130-001 - Centro;Belo Horizonte;MG;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;31/08/2011;3;2016;-;;3;2023;;;;Ativa
12618;SISTEMA DE ENSINO SUPERIOR CIDADE DE BETIM LTDA - ME;10.286.758/0001-91;Privada com fins lucrativos;13663;FACULDADE ISEIB DE BETIM (FISBE);FISBE;(31) 3261 2707;www.fisbe.edu.br;diretoria.executiva@iseib.edu.br;Rua do Acre - 536 - CEP: 32604-640 - Nossa Senhora das Graças;Betim;MG;Faculdade;EAD - Superior / Presencial - Superior /;Privada;Privada com fins lucrativos;28/03/2011;3;2023;4;2018;3;2023;;;;Ativa
16475;ISMD - INSTITUTO SUPERIOR DE MEDICINA LTDA;08.311.207/0001-99;Privada com fins lucrativos;21200;Faculdade ISMD (ISMD);ISMD;3134413085;ismd.com.br;rrraquelvv@gmail.com diretoria@ismd.com.br;Avenida Coronel José Dias Bicalho - 520 - CEP: 31275-050 - São José;Belo Horizonte;MG;Faculdade;EAD - Superior / Presencial - Superior /;Privada;Privada com fins lucrativos;10/11/2017;4;2022;4;2021;3;2023;;;;Ativa
16824;ISMD - INSTITUTO SUPERIOR DE MEDICINA E DERMATOLOGIA LTDA.;08.311.207/0002-70;Privada com fins lucrativos;22098;FACULDADE ISMD (ISMD);ISMD;;ismd.com.br;rrraquelvv@gmail.comgerencia@ismd.com.brelaine@ismd.com.br;Avenida Conselheiro Rodrigues Alves - 213 - CEP: 04014-010 - Vila Mariana;São Paulo;SP;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;17/08/2018;4;2017;-;;-;;;;Em Descredenciamento voluntário, Suspensão contrato FIES, Suspensão PROUNI;Ativa
542;SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN;60.765.823/0001-30;Privada sem fins lucrativos;790;Faculdade Israelita de Ciências da Saúde Albert Einstein (FICSAE);FICSAE;(11) 2151 1001;www.einstein.br;facenf@einstein.br;Rua Comendador Elias Jafet - 755 - CEP: 05653-000 - Jardim Leonor;São Paulo;SP;Faculdade;EAD - Superior / Presencial - Superior /;Privada;Privada sem fins lucrativos;30/11/1988;5;2017;5;2022;5;2023;;;;Ativa
18069;ITA - CURSOS, TREINAMENTOS E DESENVOLVIMENTO HUMANO LTDA;15.729.840/0001-67;Privada com fins lucrativos;26265;Faculdade ITA Educacional (ITA);ITA;11 3554-3730;https://itaeducacional.com.br/;contato@cursos-ita.com.br;Avenida Fagundes Filho - 141 - CEP: 04304-010 - Vila Monte Alegre;São Paulo;SP;Faculdade;EAD - Superior /;Privada;Privada com fins lucrativos;06/07/2023;4;2024;4;2022;-;;;;;Ativa
18069;ITA - CURSOS, TREINAMENTOS E DESENVOLVIMENTO HUMANO LTDA;15.729.840/0001-67;Privada com fins lucrativos;1622;FACULDADE ITA EDUCACIONAL PAULISTA;-;1135543730;https://itaeducacional.com.br/;paulo@itaeducacional.com.br;Rua Winifrida - 452 - CEP: 17340-000 - Centro;Barra Bonita;SP;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;28/12/2000;3;2025;-;;2;2021;;;Em supervisão - Procedimento Sancionador sem Medida Cautelar;Ativa
1115;UNIDADE DE ENSINO SUPERIOR DE ITANHAEM LTDA;02.595.335/0001-25;Privada com fins lucrativos;1693;FACULDADE ITANHAÉM (FAITA);FAITA;(13) 34265040;www.faita.edu.br;diretoria@faita.edu.brfdbosco2024@gmail.com;Rua João Mariano - 19 - CEP: 11740-000 - Centro;Itanhaém;SP;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;30/03/2001;3;2018;3;2023;2;2023;;;;Ativa
12807;FACULDADE ITAPURANGA LTDA - ME;10.439.695/0001-66;Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Mercantil ou Comercial;13889;FACULDADE ITAPURANGA;-;(62)33121009;www.faculdadeitapuranga.com.br;robsonisac@faiita.com.br;Rua 47-A Q. E - - CEP: 76680-000 - centro;Itapuranga;GO;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;20/07/2011;3;2017;-;;3;2023;;;;Ativa
15995;INSTITUTO DE EDUCACAO PROFISSIONAL E SUPERIOR DO SERTAO CENTRAL - IDESSC;13.965.452/0001-50;Privada sem fins lucrativos;18799;Faculdade Itataia (FACIT);FACIT;(88) 3628.0617 / 3628 0236;www.faculdadeitataia.com.br;contato@faculdadeitataia.com.br;Rua Professor Otávio Terceiro de Farias - 147 - CEP: 62280-000 - Afonso Walter;Santa Quitéria;CE;Faculdade;Presencial - Superior;Privada;Privada sem fins lucrativos;29/05/2017;2;2022;-;;-;;;;Suspensão contrato FIES, Suspensão PROUNI;Ativa
700;INSTITUICAO TOLEDO DE ENSINO;45.024.551/0001-23;Privada sem fins lucrativos;2328;FACULDADE ITEANA DE BOTUCATU (FITB);FITB;(14) 3813 5200;www.ite.edu.br;roberval@ite.edu.brflavio@ite.edu.br;Avenida Alcides Cagliari - 2.601 - CEP: 18606-855 - Jardim Evelyn;Botucatu;SP;Faculdade;Presencial - Superior;Privada;Privada sem fins lucrativos;27/09/2004;4;2023;-;;3;2023;;;Adesão ao PROIES;Ativa
17294;FACULDADE JARDIM LTDA;32.423.690/0001-88;Privada com fins lucrativos;23843;Faculdade ITEC;-;(83)998464668;www.itec.edu.br;administrativo@itec.Edu.br;Rua Manoel Mota - S/N - CEP: 58707-000 - Monte Castelo;Patos;PB;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;28/04/2021;4;2019;-;;-;;;;;Ativa
17979;INSTITUTO HEALTH - ITH EIRELI;15.272.624/0001-35;Privada com fins lucrativos;25657;FACULDADE ITH (ITH);ITH;6230917079;https://faculdadeith.com.br;diretoriageral@faculdadeith.com.br;Alameda dos Buritis - 485 - CEP: 74115-045 - Setor Oeste;Goiânia;GO;Faculdade;EAD - Superior / Presencial - Superior /;Privada;Privada com fins lucrativos;12/04/2022;4;2021;5;2021;-;;;;;Ativa
14790;CESUL-CENTRO DE EDUCACAO SUPERIOR LTDA - EPP;11.814.649/0001-62;Privada com fins lucrativos;15133;FACULDADE JARDINS (FACJARDINS);FACJARDINS;(71) 999848076 (79) 996875116;www.facjardins.com.br;diretoria@facjardins.com.br valmirfariasmartins@gmail.com;Rua Mestre Messias de Santana - 293 - CEP: 49042-790 - São Conrado;Aracaju;SE;Faculdade;EAD - Superior / Presencial - Superior /;Privada;Privada com fins lucrativos;12/08/2013;4;2019;4;2024;3;2023;;;;Ativa
19711;JARDINS ALL LTDA;54.686.834/0001-21;Privada com fins lucrativos;3427;Faculdade Jardins ALL (FacJardins ALL);FacJardins ALL;(71) 999848076 (79) 996354490;www.facjardins.com.br;diretoria@facjardins.com.br secretaria@unijardins.com.br;Praça Nossa Senhora Aparecida - 40 - CEP: 49400-000 - Cidade Nova;Lagarto;SE;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;27/09/2004;3;2017;-;;2;2023;;;;Ativa
589;ASSOCIACAO JESUITA DE EDUCACAO E ASSISTENCIA SOCIAL;17.211.202/0001-85;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;849;FACULDADE JESUÍTA DE FILOSOFIA E TEOLOGIA (FAJE);FAJE;(31) 3115 7000 e 3115 7004;www.faculdadejesuita.edu.br;faje@faje.asav.org.br;Avenida Dr. Cristiano Guimarães - 2.127 - CEP: 31720-300 - Planalto;Belo Horizonte;MG;Faculdade;EAD - Superior / Presencial - Superior /;Privada;Privada sem fins lucrativos;03/02/1992;5;2019;5;2021;5;2023;;;;Ativa
18186;INSTITUTO J&F;10.619.284/0001-52;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;26339;Faculdade J&F (FAC J&F);FAC J&F;(11) 3623-6000;https://faculdadejef.edu.br/;luiz.filho@institutojef.org.br;Rua Irineu José Bordon - 335 - CEP: 05120-060 - Parque Anhangüera;São Paulo;SP;Faculdade;EAD - Superior /;Privada;Privada sem fins lucrativos;11/04/2024;-;;4;2023;-;;;;;Ativa
15890;JK EDUCACIONAL LTDA;17.347.405/0001-01;Privada com fins lucrativos;4042;Faculdade JK Brasília - Recanto das Emas (JK BSB RE);JK BSB RE;(61) 999815102;www.rededeensinojk.com.br;claudiovieirabaptista@gmail.com;SEPS 707/907, Conj. - S/N - CEP: 70390-078 - Asa Sul;Brasília;DF;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;03/11/2006;2;2023;-;;2;2021;;;Suspensão contrato FIES, Suspensão PROUNI;Ativa
13385;AESJK - ASSOCIACAO DE ENSINO SUPERIOR JUSCELINO KUBITSCHEK;08.611.500/0001-71;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;4173;FACULDADE JK DE TECNOLOGIA (FACJK);FACJK;(61) 3468-8405;www.faculdade.jk.edu.br;adriana.sakkis@jk.edu.br;Shin Ca2 - 21 - CEP: 71503-502 - Lago Norte;Brasília;DF;Faculdade;Presencial - Superior;Privada;Privada sem fins lucrativos;03/03/2005;3;2015;-;;2;2019;;;Em supervisão - Procedimento Sancionador sem Medida Cautelar, Suspensão contrato FIES, Suspensão PROUNI;Ativa
15890;JK EDUCACIONAL LTDA;17.347.405/0001-01;Privada com fins lucrativos;4416;FACULDADE JK - UNIDADE I - GAMA;-;61 981 153 472;https://faculdadejk.edu.br;prof.ailton@hotmail.com;Área Especial Lotes 18 a 22 - s/n - CEP: 72405-370 - Gama;Brasília;DF;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;20/05/2005;3;2017;-;;2;2023;;;Suspensão contrato FIES, Suspensão PROUNI;Ativa
15890;JK EDUCACIONAL LTDA;17.347.405/0001-01;Privada com fins lucrativos;2021;FACULDADE JK - UNIDADE II - GAMA;-;(61) 9 9981-5102;www.rededeensinojk.com.br;claudiovieirabaptista@gmail.com;Área Especial Lotes 18 a 22 - s/n - CEP: 72405-370 - Gama;Brasília;DF;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;16/01/2004;3;2016;-;;3;2023;;;Suspensão contrato FIES, Suspensão PROUNI;Ativa
15016;CENTRO DE ENSINO SUPERIOR DO SUDOESTE GOIANO LTDA - EPP;12.395.280/0001-63;Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Mercantil ou Comercial;17490;FACULDADE JOÃO PAULO II (FAJOP);FAJOP;64 3651-2214;www.fajop.edu.br;fajop.ies@gmail.com;José Joaquim Cabral - 47 A - CEP: 75860-000 - Centro;Quirinópolis;GO;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;17/02/2016;4;2022;-;;-;;;;;Ativa
16346;SANDRA SOUSA DE JESUS REZENDE - ME;17.024.646/0001-01;Privada com fins lucrativos;20556;FACULDADE JURIS (FACJURIS);FACJURIS;(62) 3956-6900;www.faculdadejuris.com.br;diretoria1@redejuris.com;Rua T 28 - S/N - CEP: 74210-040 - Setor Bueno;Goiânia;GO;Faculdade;EAD - Superior /;Privada;Privada com fins lucrativos;19/09/2024;3;2017;4;2021;-;;;;;Ativa
18319;KEEP LEARNING EDUCACAO LTDA;43.793.657/0001-66;Privada com fins lucrativos;22249;FACULDADE KEEP EDUC (KEEPEDUC);KEEPEDUC;62 996 299 203;www.keepeduc.edu.br;nelson@unialfa.com.brmarciacorreia@unialfa.com.br;Rua 135 - 165 - CEP: 74180-020 - Setor Marista;Goiânia;GO;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;03/06/2019;4;2024;-;;-;;;;;Ativa
17160;SOCIEDADE EDUCACIONAL DE MINAS GERAIS LTDA;21.351.598/0001-33;Privada com fins lucrativos;4777;FACULDADE KENNEDY DE BELO HORIZONTE (FKBH);FKBH;(31)21032134 / (31)3408-2363;www.kennedy.br;secretaria.geral@promove.net.brangelica@unicesp.edu.br;Rua Sarzedo - 31 - CEP: 30411-034 - Prado;Belo Horizonte;MG;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;12/05/2008;4;2024;-;;3;2023;;;;Ativa
241;FUNDACAO EDUCACIONAL MINAS GERAIS;17.314.261/0001-89;Privada sem fins lucrativos;21669;Faculdade Kennedy de Ipatinga (FKIPATINGA);FKIPATINGA;;www.kennedy.br;muniz@faculdadepromove.br;Av Japão - 601 - CEP: 35160-118 - Cariru;Ipatinga;MG;Faculdade;Presencial - Superior;Privada;Privada sem fins lucrativos;25/03/2019;3;2018;-;;-;;;;Em supervisão - Procedimento Sancionador sem Medida Cautelar;Ativa
17160;SOCIEDADE EDUCACIONAL DE MINAS GERAIS LTDA;21.351.598/0001-33;Privada com fins lucrativos;2311;FACULDADE KENNEDY DE MINAS GERAIS - FKMG (FKMG);FKMG;(31) 3408 2363;www.kennedy.br;secretaria.geral@promove.net.brangelica@unicesp.edu.brdiogo.goncalves@faculdadepromove.br;Rua José Dias Vieira - 46 - CEP: 31535-040 - Visconde do Rio Branco;Belo Horizonte;MG;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;24/07/2006;4;2019;-;;3;2023;;;;Ativa
13650;LABORO - CENTRO EDUCACIONAL DE EXCELENCIA LTDA;02.517.198/0001-00;Privada com fins lucrativos;13897;FACULDADE LABORO (Laboro);Laboro;(98) 98802 7058;www.laboro.edu.br;luciana.protazio@laboro.edu.br;Avenida Um - sn - CEP: 65058-690 - Vila Apaco;São Luís;MA;Faculdade;EAD - Superior / Presencial - Superior /;Privada;Privada com fins lucrativos;11/06/2012;5;2023;5;2018;3;2023;;;;Ativa
18222;LABPUB EDUCACAO LTDA;20.718.610/0001-32;Privada com fins lucrativos;26338;Faculdade LabPub (LabPub);LabPub;(11)97206-8637;www.labpub.com.br;andre@labpub.com.br;Rua Humberto I - 236 - CEP: 04018-030 - Vila Mariana;São Paulo;SP;Faculdade;EAD - Superior /;Privada;Privada com fins lucrativos;11/03/2024;-;;4;2022;-;;;;;Ativa
417;SOCIEDADE PORVIR CIENTIFICO;92.741.990/0001-37;Privada sem fins lucrativos;2676;FACULDADE LA SALLE;-;(92) 3655 1246;www.lasalle.edu.br/faculdade/manaus;mariafatima.duraes@lasalle.org.br;Avenida Dom Pedro I - 151 - CEP: 69040-040 - Dom Pedro;Manaus;AM;Faculdade;Presencial - Superior;Privada;Privada sem fins lucrativos;12/08/2004;4;2024;-;;3;2023;;;;Ativa
15953;JOVENS DA VERDADE ASSOCIACAO CIVIL;53.083.077/0001-39;Privada sem fins lucrativos;18288;Faculdade Latino-americana (FLAM);FLAM;11 4651-4180;www.flam.org.br;pr.ito.fabio@gmail.com ines@flam.org.br;Estrada dos Fernandes - 2680 - CEP: 07404-165 - Mirante do Arujá;Arujá;SP;Faculdade;EAD - Superior / Presencial - Superior /;Privada;Privada sem fins lucrativos;29/04/2015;3;2023;3;2019;4;2023;;;;Ativa
19831;FACULDADE LATINOAMERICANA DE CIENCIAS SOCIAIS;27.819.903/0001-55;Não disponível;30647;Faculdade Latino-Americana de Ciências Sociais (FLACSO);FLACSO;(61) 20203330;;flacsobr@flacso.org.br;;;;Instituição Especialmente Credenciada para oferta de cursos lato sensu;;Privada;Privada sem fins lucrativos;;-;;-;;-;;;;;Ativa
14483;LEGALE EDUCACIONAL S.A.;05.492.915/0001-85;Privada com fins lucrativos;25791;Faculdade Legale (LEGALE);LEGALE;;www.legale.com.br;secretaria@falegale.edu.br;Rua Estela - 515 - CEP: 04011-002 - Vila Mariana;São Paulo;SP;Faculdade;EAD - Superior /;Privada;Privada com fins lucrativos;27/09/2022;-;;3;2021;-;;;;;Ativa
1177;SOCIEDADE EDUCACIONAL DO VALE DO ITAPOCU LTDA;03.819.722/0001-60;Privada com fins lucrativos;25763;Faculdade Leonardo da Vinci de Belo Horizonte;-;;portal.uniasselvi.com.br;normas@unicesumar.edu.brfabiana.nsilva@vitru.com.br;Avenida Cristiano Machado - 11833 - CEP: 31744-007 - Vila Cloris;Belo Horizonte;MG;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;19/08/2022;4;2021;-;;-;;;;Em Descredenciamento voluntário;Ativa
821;SOCIEDADE EDUCACIONAL LEONARDO DA VINCI LTDA;01.894.432/0001-56;Privada com fins lucrativos;26202;Faculdade Leonardo da Vinci de Chapecó;-;;portal.uniasselvi.com.br;normas@unicesumar.edu.brfabiana.nsilva@vitru.com.br;Avenida Porto Alegre - D - 373 - CEP: 89802-130 - Centro;Chapecó;SC;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;06/07/2023;4;2022;-;;-;;;;Em Descredenciamento voluntário;Ativa
1177;SOCIEDADE EDUCACIONAL DO VALE DO ITAPOCU LTDA;03.819.722/0001-60;Privada com fins lucrativos;25764;Faculdade Leonardo da Vinci de Jacobina;-;;portal.uniasselvi.com.br;normas@unicesumar.edu.brfabiana.nsilva@vitru.com.br;Avenida Centenário - 300 B - CEP: 44700-000 - Nazaré;Jacobina;BA;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;17/07/2023;5;2021;-;;-;;;;Em Descredenciamento voluntário;Ativa
821;SOCIEDADE EDUCACIONAL LEONARDO DA VINCI LTDA;01.894.432/0001-56;Privada com fins lucrativos;25788;Faculdade Leonardo da Vinci de São Gonçalo;-;;portal.uniasselvi.com.br;normas@unicesumar.edu.brfabiana.nsilva@vitru.com.br;Avenida Presidente Kennedy - 425 - CEP: 24445-000 - Centro;São Gonçalo;RJ;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;10/03/2022;4;2021;-;;-;;;;Em Descredenciamento voluntário;Ativa
18643;LIBANO EDUCACIONAL LTDA;39.511.236/0001-28;Privada com fins lucrativos;22455;Faculdade Líbano (LÍBANO);LÍBANO;(11) 99733-5581;https://graduacao.faculdadelibano.edu.br/home;regulatorio@libanoeducacional.com.br;Avenida João Moreira Sales - 690 - CEP: 38182-264 - Arasol;Araxá;MG;Faculdade;EAD - Superior /;Privada;Privada com fins lucrativos;31/10/2019;-;;5;2019;3;2023;;;;Ativa
19625;INSTITUTO DE EDUCACAO SUPERIOR DE PORANGATU LTDA;53.098.900/0001-80;Privada com fins lucrativos;23012;Faculdade Liber de Porangatu (FacLiber);FacLiber;62985731798;;graduacaoporangatu@gmail.comwhatslidia@gmail.com;Rua 6 - 33 - CEP: 76550-000 - Centro;Porangatu;GO;Faculdade;EAD - Superior / Presencial - Superior /;Privada;Privada com fins lucrativos;30/11/2020;5;2018;4;2018;-;;;;;Ativa
16131;IGREJA EVANGELICA ASSEMBLEIA DE DEUS MINISTERIO RENOVE-SE-I.E.A.D.R.;36.863.546/0001-13;Privada sem fins lucrativos;17651;FACULDADE LIFE (FACLIFE);FACLIFE;(62)996707207;www.faculdadelife.edu.br;contato@faculdadelife.edu.br;Rua São Francisco - SN - CEP: 73700-000 - Setor Divinópolis;Padre Bernardo;GO;Faculdade;Presencial - Superior;Privada;Privada sem fins lucrativos;08/01/2018;3;2015;-;;-;;;;;Ativa
18454;NOVIC EDUCACIONAL S/A;36.127.811/0001-03;Privada com fins lucrativos;24996;Faculdade Life Unic Education (LI);LI;;;rucieli.toniolo@unidombosco.edu.br;Rua Senador Felipe Schmidt - 159 - CEP: 89201-440 - Centro;Joinville;SC;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;05/08/2022;4;2021;-;;-;;;;;Ativa
1206;FUNDACAO EDUCACIONAL DE GOIAS;01.405.794/0001-36;Privada sem fins lucrativos;1821;FACULDADE LIONS (FAC-LIONS);FAC-LIONS;(62) 39285400;www.faclions.org;secretaria@faclions.org;Alameda dos Bambus - - CEP: 74681-210 - Sítio de Recreio Mansões Bernardo Sayão;Goiânia;GO;Faculdade;EAD - Superior / Presencial - Superior /;Privada;Privada sem fins lucrativos;24/08/2001;4;2019;4;2019;2;2023;;;;Ativa
18223;FACULDADE LIVRE EDUCACAO DO BRASIL LTDA;42.909.053/0001-70;Privada com fins lucrativos;26294;Faculdade Livre do Brasil (FLB);FLB;;www.faculdadelivre.com.br;contato@faculdadelivre.com.br;Avenida Antônio André Maggi - 830 - CEP: 78365-000 - Centro;Sapezal;MT;Faculdade;EAD - Superior /;Privada;Privada com fins lucrativos;20/12/2024;-;;4;2022;-;;;;;Ativa
15718;CENTRO DE ENSINO SUPERIOR E PESQUISA LOGOS LTDA - CESPEL;14.963.715/0001-54;Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Mercantil ou Comercial;17559;FACULDADE LOGOS (FALOG);FALOG;6137133706;falog.edu.br;faculdadelogos@yahoo.com.br;Conjunto 02 HI Rua 6 - - CEP: 72860-006 - Núcleo Habitacional Novo Gama;Novo Gama;GO;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;07/12/2016;5;2022;-;;4;2023;;;;Ativa
18250;LONGEVIDADE SAUDAVEL EDUCACAO & SERVICOS PARA SAUDE LTDA;09.038.724/0001-07;Privada com fins lucrativos;26430;Faculdade Longevidade Saudável (FLS);FLS;;https://fls.edu.br/;brunaqueiroz@longevidadesaudavel.com.br;Av. José Moraes de Almeida - 783 - CEP: 61760-000 - Coaçu;Eusébio;CE;Faculdade;EAD - Superior /;Privada;Privada com fins lucrativos;26/11/2024;-;;4;2023;-;;;;;Ativa
2434;CENTRO SOCIAL CLODOVEU ARRUDA;09.533.217/0001-31;Privada sem fins lucrativos;3862;FACULDADE LUCIANO FEIJÃO (FLF);FLF;(88) 3112-1001;www.flucianofeijao.com.br;flf@lucianofeijao.com.br;Rua José Lopes Ponte - 400 - CEP: 62050-215 - Dom Expedito;Sobral;CE;Faculdade;EAD - Superior / Presencial - Superior /;Privada;Privada sem fins lucrativos;16/11/2005;5;2018;5;2021;4;2023;;;;Ativa
16134;UNIESP S.A;19.347.410/0001-31;Privada com fins lucrativos;3230;FACULDADE LUIZ EDUARDO MAGALHÃES (FILEM);FILEM;(77) 3628 4966;http://www.filem.edu.br;legis.educ@uniesp.edu.br;Avenida Juscelino Kubistcheck - Lote APMLEM 2 - CEP: 47850-000 - Loteamento Mimoso Doeste I;Luís Eduardo Magalhães;BA;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;04/03/2005;4;2024;-;;2;2023;;;;Ativa
17311;INSTITUTO LUIZ MARIO MOUTINHO LTDA;19.831.816/0001-95;Privada com fins lucrativos;25157;Faculdade Luiz Mário Moutinho (FLMM);FLMM;8 130 382 284;https://faculdadeluizmariomoutinho.com.br/website/;academico@institutoluizmariomoutinho.com.br  antonio@amaciel.com.br;Avenida Governador Agamenon Magalhães - 4779 - CEP: 50070-160 - Boa Vista;Recife;PE;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;07/10/2021;4;2020;-;;-;;;;Em supervisão - Procedimento Sancionador;Ativa
14483;LEGALE EDUCACIONAL S.A.;05.492.915/0001-85;Privada com fins lucrativos;1946;Faculdade Lumina (Lumina);Lumina;(11) 2888-5222;www.lumina.legale.com.br;cometti@falegale.edu.br;Rua da Consolação - 65 - CEP: 01301-911 - Centro;São Paulo;SP;Faculdade;EAD - Superior / Presencial - Superior /;Privada;Privada com fins lucrativos;27/12/2001;4;2023;5;2018;3;2023;;;;Ativa
