NOME-INSTITUICAO-EMPRESA,QUANTIDADE
CENTRO DE ENSINO SUPERIOR DE ARCOVERDE/ESCOLA SUPERIOR DE SAUDE DE ARCOVERD,1
NEOAGRO - CONSULTORIA,1
ESCRITORIO VILLEMOR AMARAL,1
INSTITUTO IDEIA FERTIL DE SAUDE REPRODUTIVA,1
INSTITUTO DE ECONOMIA UFRJ,1
CAPTA OFFICIAL,1
FACULDADE DE TECNOLOGIA LA SALLE - ESTRELA,1
RAFAEL VARALLO SOCIEDADE DE ADVOGADOS,1
"UNIVERSIDADE DE SAO PAULO, ESCOLA DE ENFERMAGEM",1
FREITAS MACEDO ADVOGADOS,1
INSTITUTO SUPERIOR TECNICO - UNIVERSIDADE DE LISBOA,1
EUROIMMUN BRASIL,1
COMPANHIA DAS DOCAS DO ESTADO DA BAHIA,1
COMPLEXO HOSPITALAR DA UFRJ/EBSERH (RJ),1
COLEGIO ESTADUAL MENANDRO MINAHIM,1
SECRETARIA DE ESTADO DE EDUCACAO DO ESTADO DO AMAZONAS,1
INSTITUTO FEDERAL FLUMINENSE - CAMPUS CAMPOS GUARUS,1
ASSOCIACAO BRASILEIRA DE SAUDE BUCAL COLETIVA,1
HEMOCENTRO - UNICAMP,1
ESCRITORIO DE ADVOCACIA E CONSULTORIA JURIDICA HOMERO MAFRA,1
INSTITUTO FEDERAL DE MINAS GERASI - CAMPUS AVANCADO ARCOS,1
COLEGIO GONZAGA,1
CENTRO DE INFORMATICA/UFPE,1
PREFEITURA MUNICIPAL DE MALTA,1
UNIVERSIDADE ESTADUAL DO  OESTE DO PARANA - UNIOESTE,1
DECIO FRANCO DAVID ADVOGADOS ASSOCIADOS,1
YAMAHA MOTOR COMPONENTES DA AMAZONIA,1
FACULDADE DE EDUCACAO CIENCIAS E LETRAS DO SERTAO CENTRAL,1
UNIVERSIDADE DE PERNAMBUCO - UPE CAMPUS PETROLINA,1
DISTRITO SANITARIO DO CAJURU,1
SECRETARIA MUNICIPAL  DE EDUCACAO,1
FACULDADE DE DOM LUIZ DE ORLEANS E BRAGACA,1
UNIVERSIDADE FEDERAL INTERNACIONAL DE INTEGRACAO LUSO-AFRO BRASILEIRA,1
ESCOLA DE COMUNICACOES E ARTES - UNIVERSIDADE DE S.PAULO,1
PREFEITURA MUNICIPAL DE JOAO PESSOA - SEDEC,1
THOMAS BACELLAR ADVOGADOS ASSOCIADOS,1
"AGENCIA DE DESENVOLVIMENTO AGRARIO, A.T. E EXT. RURAL DE MS",1
SANEPAR,1
UNITED NATIONS ORGANIZATION,1
ASSOCIACAO DOS DEFICIENTES FISICOS DE POCOS DE CALDAS,1
UNI-ANHANGUERA - CENTRO UNIVERSITARIO DE GOIAS,1
NORTHERN ILLINOIS UNIVERSITY,1
SECRETARIA ESTADUAL DE ARTICULACAO POLITICA,1
COLEGIO ESTADUAL JARDIM CLARITO,1
FACULDADE DE CIENCIAS DA FITO,1
CENTRO UNIVIERSITARIO DA VITORIA DE SANTO ANTAO,1
FUNDACAO UNIVERSIDADE FEDEAL DE RONDONIA,1
CENTRO ODONTOLOGICO DOURADO,1
CARDIODIAGNOSIS,1
GINENDO,1
SEC.EDUCACAO DO ESTADO DO RIO DE JANEIRO,1
CENTRO DE ESTUDOS DO MAR,1
JORNAL O GIRASSOL,1
ESCOLA TECNICA ESTADUAL JARAGUA,1
CMEI MILLENA DE PAULA SOUSA,1
"FATEC - CENTRO PAULA SOUZA, SP; UAM; FIC",1
FEDERACAO DA AGRICULTURA DO ESTADO DO PARANA,1
CONSULTORIO DENTARIO PARTICULAR,1
INTITUTO DE PESQUISAS ENERGETICAS E NUCLEARES,1
FACULDADE DE MEDICINA  DA UNICEPLAC,1
B2B INTELIGENCIA COMPETITIVA,1
SECRETARIA ESTADUAL DE EDUCACAO DO ESTADO DE RONDONIA,1
PRODAM - TECNOLOGIA DA INFORMACAO E COMUNICACAO DO MUNICIPIO DE SAO PAULO,1
SAMSUNG INSTITUTO DE DESENVOLVIMENTO PARA A INFORMATICA DA AMAZONIA,1
SECRETARIA NACIONAL DE AVIACAO CIVIL,1
"INSTITUTO FEDERAL DE EDUCACAO,CIENCIA E TECNOLOGIA CATARINENSE",1
CENTRO UNIVERSITARIO PLANALTO DO DISTRITO FEDERAL - UNIPLAN,1
NATIONAL SPACE SCIENCE CENTER,1
INSTITUTO DE TECNOLOGIA E INFORMATICA DO ESTADO DE ALAGOAS,1
TSUNG-DAO LEE INSTITUTE,1
HOSPITAL DE TRAUMA DE CAMPINA GRANDE- PB,1
PREFEITURA MUNICIPAL DE SALITRE,1
CORTEVA AGRISCINECE,1
"MINSTERIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",1
UNIVERSITY WYOMING,1
LUDWIG INSTITUTE FOR CANCER RESEARCH,1
FACULTAD DE ECONOMIA Y GOBIERNO,1
INSTITUTO DE MICROBIOLOGIA PROFESSOR PAULO DE GOES-UFRJ,1
SECRETARIA MUNICIPAL DA SAUDE DE SOBRAL,1
FACULDADE DE CIENCIAS MEDICAS DA UNIVERSIDADE ESTADUAL DO PIAUI,1
FACULDADE DE ARQUITETURA E URBANISMO USP,1
UNIVERIDADE FEDERAL DE SANTA MARIA,1
GASTRO & ENDOCRINO SERVICOS MEDICOS,1
AZ ASSESSORIA E CONSULTORIA PEDAGOGICA,1
SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO - RIO DE JANEIRO,1
INSTITUTO DE PSIQUIATRIA-UFRJ,1
"FACULDADE DE MEDICINA DA UNIAO DAS FACULDADES DOS GRANDES LAGOS, FACULDADE",1
CENTRO DE MICROCIRURGIA E DIAGNOSTICO,1
GRUPO INOVAR CONTABILIDADE LTDA,1
SECRETARIA DA CULTURA DO ESTADO DE SAO PAULO,1
CEEP PROFESSORA LOURDINHA GUERRA,1
SECRETARIA DE SAUDE DA PREFEITURA DE EMBU DAS ARTES,1
CENTRO UNIVERSITARIO DO SUDESTE MINEIRO,1
INSTITUTO SUPERIOR DE ECONOMIA E GESTAO ISEG,1
CENTRO DE ESTUDOS SUPERIORES DE CAMPINAS,1
"UNIVERSITE LILLE 3 - SCIENCES HUMAINES, LETTRES ET ARTS",1
OPERADOR NACIONAL DO SISTEMA ELETRICO - ONS RECIFE,1
INSTITUT NATIONAL DES SCIENCES APPLIQUEES DE LYON,1
PREFEITURA MUNICIPAL DE PONTAO,1
MUSEU DE HISTORIA NATURAL DE TAUBATE,1
SECRETARIA DE EDUCACAO E ESPORTE DE ALAGOAS,1
INMUNO LTDA,1
THE NOVO NORDISK FOUNDATION CENTER FOR BIOSUSTAINABILITY,1
FACULDADE DE MEDICINA DA UNIVERSIDADE FEDERAL DE GOIAS,1
CLINICA OSVALDO SALDANHA,1
TRIBUNAL DE CONTAS DO ESTADO DO ESPIRITO SANTO,1
INSTITUT DE RECERCA BIOMEDICA DE LLEIDA,1
UNIDADE BASICA DE SAUDE SAO SEBASTIAO,1
FACULDADE DE TECNOLOGIA DOM AMAURY CASTANHO (FATEC ITU),1
"FLORA, MATHEUS E MANGABEIRA SOCIEDADE DE ADVOGADOS",1
INSTITUTO CARLOS CHAGAS/FIOCRUZ,1
FACULDADE DE ENSINO E CULTURA DO CEARA,1
NUCLEO MAMA MOINHOS,1
UNIVERSITE PARIS 13 - UFR LSHS,1
EEDIE PROF. ANTONIO CESARIO DE FIGUEIREDO NETO,1
EMEF PALIMERCIO DE REZENDE CEL,1
CENTRO DE ESPECTROMETRIA DE MASSAS APLICADA LTDA,1
POLICIA CIVIL DE PERNAMBUCO,1
VIEIRA MACHADO & FERREIRA ADVOGADOS ASSOCIADOS,1
SECRETARIA DE ESTADO DE CULTURA E TURISMO DE MINAS GERAIS,1
INSTITUTO FEDERAL DE CIENCIA E TECNOLOGIA DO PARANA,1
CLINICA ONCOCENTRO,1
UNIVERSIDADE FEDERAL DO SERGIPE,1
ALZCHEM GROUP AG,1
"INSTITUTO FEDERAL DE BRASILIA, CAMPUS GAMA.",1
ALPHA CLINICA VETERINARIA,1
DEPARTAMENTO DE DERECHO PUBLICO,1
ESCOLA ESTADUAL EURICO GASPAR DUTRA,1
LIGAS DE ALUMINIO S.A.,1
SECRETARIA MUNICIPAL DE SAUDE DE RIBEIRAO PRETO,1
PREFEITURA MUNICPAL DE DIVINOPOLIS,1
PREFEITURA MUNICIPAL DE TEOFILANDIA,1
BOTANICKY USTAV AKADEMIE V&#283;D &#268;ESKE REPUBLIKY,1
SECRETARIA DE ESTADO DE INCLUSAO E MOBILIZACAO SOCIAL,1
INOVACAO ALBERT EINSTEIN MANAUS,1
INSTITUTO SUPERIOR MANUEL TEIXEIRA GOMES (ISMAT - LUSOFONA),1
HOSPITAL DAS CLINICAS DE RIBEIRAO PRETO - USP,1
ESCOLA TECNICA ESTADUAL DE ARTE. TECNOLOGIA E ECONOMIA CRIATIVA,1
PREFEITURA MUNICIPAL DE CONCEICAO DO CASTELO,1
FACULDADE DE CIENCIAS SOCIAIS E APLICADAS DE PETROLINA,1
HOSPITAL EDUARDO DE MENEZES - FHEMIG,1
UNIVERSIDADE DO EXTREMO  SUL CATARINENSE,1
BEAN POSSIBLE INGREDIENTES E SOLICOES TECNOLOGICAS LTDA,1
NANKAI UNIVERSITY,1
INSTITUTO DE ARQUITETURA E URBANISMO,1
HOSPITAL GERAL DR. CESAR CALS DE OLIVEIRA,1
"SECRETARIA DE DESENVOLVIMENTO AGROPECUARIO, RECURSOS HIDRICOS E MEIO AMBIEN",1
FACULTAD DE INGENIERIA AGRONOMICA DE LA UNIVERSIDAD NACIONAL DEL ESTE,1
CENTRO REGIONAL DE CIENCIAS NUCLEARES,1
CONSERVATORIO DE MUSICA POPULAR CIDADE DE ITAJAI,1
HOSPITAL DE OLHOS INHUMAS,1
PONTIFICIA UNIVERCIDADE CATOLICA DO RIO GRANDE DO SUL,1
CENTRO ACADEMICO DE VITORIA - UFPE,1
PREFEITURA MUNICIPAL DE ITAGIBA,1
INSTITUTO FEDERAL DO MARANHAO- CAMPUS CENTRO HISTORICO,1
REABILITAR ODONTOLOGIA,1
UNIVERSIDADE FEDERAL DE MINAS GEAIS,1
ESCRITORIO DE ADVOCACIA JESSICA MELLO TAHIM,1
SECRETARIA MUNICIPAL DO MEIO AMBIENTE DE SANTO ANDRE,1
CENTRO UNIVERSITARIO TABOSA DE ALMEIDA- ASCES UNITA,1
INSTITUTO DE NUTRICAO DO CEREBRO E CORACAO,1
IFSP - CATANDUVA,1
INSTITUTO NACIONAL DE INFECTOLOGIA EVANDRO CHAGAS/FIOCRUZ,1
CENTRO ESTADUAL DE ONCOLOGIA,1
NUCLEO DE SOLIDARIEDADE TECNICA,1
FACULDADE SANTA TEREZINHA,1
ASSOCIACAO DE PESQUISA E PRESERVACAO DE ECOSSISTEMAS AQUATICOS - AQUASIS,1
CITOMED DIAGNOSTICO POR IMAGEM LTDA,1
FACULDADE NOBRE,1
VERZOLA ODONTOLOGIA,1
INSTUTUTO DE PESQUISAS ENERGETICAS E NUCLEARES,1
JULIO SIQUEIRA MEDICOS ASSOCIADOS,1
"STROZZI, DAGUER E CALIXTO ADVOGADOS",1
ESCOLA TECNICA DE PRAIA GRANDE,1
SECRETARIA MUNICIPAL DE EDUCACAO DE LADARIO,1
CLINICA MEDICA DANILOVIC LTDA,1
"INSTITUTO DE RELACOES INTERNACIONAIS, UNIVERSIDADE DE SAO PAULO",1
INSTITUTO FEDERAL DE EDUCACAO GOIANO,1
MUSEU DE ZOOLOGIA JOAO MOOJEN - UFV,1
SUPPLIER INDUSTRIA E COMERCIO DE ELETRO-ELETRONICOS LTDA,1
"BRASTEL CO., LTD.",1
CENTRO UNIVERSITARIO UNIFANOR-WYDEN,1
SECRETARIA ESTADUAL DE EDUCACAO DO AMAZONAS,1
CLINICA DE CIRURGIA PLASTICA DR RUI LOPES E DR RUI LOPES FILHO,1
TABELIONATO DE NOTAS E PROTESTOS DE PORTO BELO/SC,1
SECRETARIA DO ESTADO DE EDUCACAO DO AMAZONAS,1
CENTRO FEDERAL DE EDUCACAO TECNOLOGICA DE MINAS GERAIS  CAMPUS VII TIMOTEO,1
PREFEITURA MUNICIPAL DE LAJEDO,1
SERVICO SOCIAL DA INDUSTRIA - RJ,1
FACULDADE PROGRESSO,1
CENTRO UNIVERSITARIO DA AMAZONIA,1
ONG THYDEWA,1
MINDCLIN,1
"MANESCO, RAMIREZ, PEREZ, AZEVEDO MARQUES ADVOCACIA",1
"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA  DA BAHIA",1
COLEGIO JEAN PIAGET - ENSINO FUNDAMENTAL I,1
ESCOLA NACIONAL DE SAUDE PUBLICA SERGIO AROUCA/ FIOCRUZ,1
PREFEITURA MUNICIPAL DE IPEUNA,1
FUNDACAO MUNICIPAL DE EDUCACAO E CULTURA DE SANTA FE DO SUL,1
UNIFACEAR (ORGANIZACAO EDUCACIONAL ARAUCARIA LTDA),1
BEACON DEVELOPMENT COMPANY AT KAUST,1
DISCIPLINA DE OTORRINOLARINGOLOGIA,1
SECRETARIA DA FAZENDA DO ESTADO DA BAHIA,1
CRISTALIA PRODUTOS QUIMICO FARMACEUTICO LTDA.,1
"FACULDADE DE FILOSOFIA, CIENCIAS E LETRAS DE IBITINGA",1
CENTRO UNIVERSITARIO DO NORTE PAULISTA - UNORP,1
UNIVERSIDADE DE SAO PAULO- RIBEIRAO PRETO,1
BRASKEM - Q3 IN ABC,1
FUNDACAO MINEIRA DE EDUCACAO E CULTURA -FUMEC,1
"UNIVERSIDADE DE SAO PAULO, CENTRO DE ENERGIA NUCLEAR NA AGRICULTURA",1
MAX RUBNER-INSTITUT,1
MEDICALNUTRI CLINICA E NUTRICAO,1
CONSULTORIO ODONTOLOGICO - DR. FRANCISCO REIS,1
SECRETARIA MUNICIPAL DE EDUCACAO DE JEQUIE,1
CENTRO UNIVERSITARIO TIRADENTES DE PERNAMBUCO,1
CENTRO DE EDUCACAO INFANTIL MUNICIPAL,1
HOSPITAL ESTADUAL GUILHERME ALVARO,1
INSTITUTO FEDERAL DE PERNAMBUCO-CAMPUS BARREIROS,1
PREFEITURA MUNICIPAL DE VICOSA DO CEARA,1
AMERICAN AIRLINES,1
LABORATORIO DE NUTRICAO E PRODUCAO DE RUMINANTES,1
OPEN STARTUPS,1
CENTRO DE PESQUISAS RENE RACHOU/FIOCRUZ MG,1
PREFEITURA MUNICIPAL DE CERQUILHO,1
UNIVERSIDADE FEDERAL DE PELOTAS (UFPEL),1
CENTRO UNIVERSITARIO ETEP,1
ORION BUSINESS & HEALTH COMPLEX,1
MITRA DIOCESANA DE SAO MATEUS,1
COLEGIO AMERICANA,1
CENTRO DE INSTRUCAO DE GUERRA NA SELVA,1
INSTITUTO MARTHA MENDES,1
LABORATORIO DE TECNOLOGIA SUBMARINA,1
LABORATORIO NACIONAL DE ENERGIA E GEOLOGIA,1
ESCOLA MUNICIPAL PROFESSOR OSCAR SCHMIDT,1
WAGNER REIS ADVOGADO,1
INSTITUTO FEDERAL SUL-RIO-GRANDENSE-CAMPUS PELOTAS-VISCONDE DA GRACA,1
UNIVERSIDADE ESTADUAL PAULISTA CAMPUS DE BOTUCATU,1
SECRETARIA DE ESTADO DAS CIDADES E DESENVOLVIMENTO URBANO DO MARANHAO,1
JUSTICA FEDERAL DE PRIMEIRO GRAU EM ALAGOAS,1
"EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA, CENTRO DE PESQUISA AGROPECUARI",1
COLEGIO ESTADUAL PRINCESA ISABEL - EM,1
DIRETORIA DE SAUDE,1
ARRUDA ALVIM E THEREZA ALVIM ADVOCACIA E CONSULTORIA JURIDICA SC,1
NUTRICANDIES,1
CENTRO DE EPIDEMIOLOGIA DA SMS DE CURITIBA,1
PREFEITURA MUNICIPAL DE SANTA CRUZ DE CABRALIA,1
INSTITUTO DE FISICA DE SAO CARLOS IFSC UNIVERSIDADE DE SAO PAULO,1
UNIVERSITE DU LUXEMBOURG,1
EUROFARMA,1
NKT PHOTONICS,1
HEROLDES BAHR NETO & ADVOGADOS ASSOCIADOS,1
GREEN BONDS BRASIL LTDA,1
UNIVERSIDADE FEDERAL DO PIAUI CMRV,1
"UNIVERSIDADE FEDERAL RURAL DA AMAZONIA, UFRA, BRASIL.",1
CLIPO CLINICA DE PREVENCAO E REABILITACAO ODONTOLOGICA,1
ASSEMBLEIA LEGISLATIVA DO ESTADO DO PARANA,1
TECHNISCHE UNIVERSITAET MUENCHEN,1
LUNARE-ODONTOLOGIA E SAUDE,1
OFTALMOKIDS,1
NOVO NORDISK FARMACEUTICA DO BRASIL,1
"UNIVERSIDADE ESTADUAL DE FEIRA DE SANTANA, DEPTO. DE CIENCIAS BIOLOGI",1
REAL MEDICAL CENTER,1
BASF SE - LUDWIGSHAFEN,1
CAPANEMA E BELMONTE ADVOGADOS,1
"INSTITUTO CARLOS CHAGAS, FIOCRUZ PR",1
SECRETARIA DE INOVACAO E NEGOCIOS - EMBRAPA SEDE,1
KYUNG HEE UNIVERSITY,1
GRUPO EDUCACIONAL OPET,1
PREFEITURA MUNICIPAL DE JOINVILLE - FUNDACAO CULTURAL DE JOINVILLE,1
CENTRO DE PESQUISAS GONCALO MONIZ - FIOCRUZ.,1
UNIVERSIDADE DE SAO PAULO - FFCLRP,1
UNIVERSIDADE FEDERAL DE JUIZ DE FORA/CAMPUS GOVERNADOR VALADARES,1
"LABORATORIO DE ESTUDOS GEOCRONOLOGICOS, GEODINAMICOS E AMBIENTAIS",1
FACULDADE DE MEDICINA DE BOTUCATU - UNIVERSIDADE ESTADUAL PAULISTA,1
SECRETARIA DE ESTADO DA EDUCACAO E DESPORTO DE RORAIMA,1
ASSEMBLEIA LEGISLATIVA DO ESTADO DO AMAPA,1
CLINICA CARDIOLOGICA E OFTALMOLOGICA,1
UNIVERSIDADE DO ALTO URUGUAI E DAS  MISSOES URI - CAMPUS ERECHIM,1
ESCOLA MUNICIPAL ALTAIR FERRAIS DA SILVA - ZIZO,1
"CENTRO UNIVERSITARIO UNIFEMM - SETE LAGOAS, MG",1
CLINICA NUTRINDO IDEAIS,1
INSTITUTO CLEMENTE FERREIRA,1
COMPLEXO INTEGRADO DE EDUCACAO DE PORTO SEGURO,1
INSTITUTO EDUCACIONAL SAO PAULO,1
FACULDADE DE MEDICINA DE RIBEIRAO PRETO.,1
CENTRO UNIVERSITARIO FUNDACAO DE ENSINO OCTAVIO BASTOS,1
ESCOLA TECNICA ESTADUAL ADERICO ALVES DE VASCONCELOS,1
FACULDADE ANHANGUERA DE LINHARES,1
SERVICO SOCIAL DO COMERCIO PR,1
"DIPARTIMENTO DE SCIENZE FISICHE, INFORMATICHE E MATEMATICHE SEDE EX-FISICA",1
FZEA-UNIVERSIDADE DE SAO PAULO,1
CENTRO OFTALMOLOGICO OCULARE,1
EEB PROF. SALETE SCOTTI DOS SANTOS,1
CENTRO DE INOVACAO E TECNOLOGIA SENAI - CAMPUS CETEC,1
PRONTOCLINICA DE OLHOS,1
ALLIANCE3,1
PREFEITURA MUNICIPAL DE CAPAO DA CANOA,1
LINHA2 ARQUITETURA,1
AGROSCOPE RECKENHOLZ-TANIKON,1
INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO SUL DE MINAS,1
CENTRO DE PESQUISA E FORMACAO,1
ESCOLA SESI SENAI DR. CELSO CHARURI,1
NATIONAL TAIWAN UNIVERSITY,1
FACULDADE AVANTIS,1
ESCOLA ESTADUAL RIO PRETO DA EVA,1
UFPE-CENTRO ACADEMICO DE VITORIA,1
FACULDADE DAMAS,1
INSTITUTO DO CORACAO INCOR-HC.FMUSP,1
GRUPO JORGE BATISTA,1
AGENCIA ESTADUAL DE DEFESA AGROPECUARIA DA BAHIA,1
IFPE VITORIA DE SANTOS ANTAO,1
FACULDADE DE MEDICINA DA UNIVERISDADE DE SAO PAULO,1
JOAQUIM GONCALVES LEDO - SED/MS,1
VALORA MADEIRA CLASSIFICACAO E INSPECAO LTDA,1
LUME ROBOTICS,1
UNIVERSIDADE FEDERAL DA INTEGRACAO LATINO- AMERICANA,1
FACULDADE DE EDUCACAO FISICA DA ACM DE SOROCABA,1
HOSPITAL MILITAR DE AREA DE BRASILIA,1
UNIVERSIDAD DE INGIENERIA Y TECNOLOGIA,1
TELEBRAS TELECOMUNICACOES BRASILEIRAS,1
URI CAMPUS DE SANTO ANGELO,1
FACULDADE DE EDUCACAO -UFG,1
HUMBOLT UNIVERSITAT ZU BERLIN,1
"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO CEARA - CAMPUS TAUA",1
TRANSVERSAL ESCRITORIO DE ARQUITETURA E URBANISMO,1
BIO SCIE INDUSTRIA E COMERCIO,1
TECHNISCHE UNIVERSITAT BERGAKADEMIE FREIBERG,1
UNIVERSIDADE DO SUDOESTE DA BAHIA,1
ADVOCACIA ADELSON MARCELINO E ASSOCIADOS,1
ANTUNES & MOTA MENDONCA ADVOGADOS,1
SUPERINTENDENCIA DE POLICIA TECNICO CIENTIFICA,1
BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,1
SECRETARIA-EXECUTIVA,1
EEE. ORAL E AUDITIVA DE VITORIA (CAS),1
OLIMECHA & RODRIGUES ADVOGADOS,1
OFTALMOBRICCI VETERINARIA,1
CASA DAS ARTES DE LARANJEIRAS,1
UNIDEP AFYA,1
"DEXCOM, INC.",1
JUSTINO FIGUEIREDO ADVOCACIA,1
UNIVERSIDADE DE SAO PAULO - HCFMUSP,1
NUCLEO DE ESTUDOS DA RELIGIAO,1
CENSUPEG,1
MICROGENIOS SOLUCOES ELETRONICA LTDA,1
INSTITUT DE PHYSIQUE THEORIQUE,1
LABORATORIO NACIONAL AGROPECUARIO DE MINAS GERAIS,1
FACULDADE BRASILEIRA CRISTA,1
GAIA SOLUCOES EM ENGENHARIA,1
HOSPITAL SAO MARCOS,1
COLEGIO DE MEXICO,1
CENTRE DE RECHERCHE INRIA SOPHIA ANTIPOLIS - MEDITERRANEE,1
CLINICA GIANISELLA DE SAUDE OCUPACIONAL,1
ESCOLA SUPERIOR DO PARLAMENTO CEARENSE,1
"SECRETARIA DE ESTADO DA EDUCACAO, CIENCIA E TECNOLOGIA",1
DNA CONSULT - GENETICA E BIOTECNOLOGIA S/S LTDA,1
FACULDADE CEARENSE,1
DIRETORIA DE EXTENSAO,1
SOCIEDAD ARGENTINA DE ANALISIS FILOSOFICO,1
13 DIRETORIA REGIONAL DE ENSINO DO RIO GRANDE DO NORTE,1
KANAYAMA SOCIEDADE DE ADVOGADOS,1
CENTRO ESTADUAL DE EDUCACAO CONTINUADA DE UBERLANDIA,1
CAPESCA NEPA UNICAMP & FIFO UNISANTA,1
SOARES E MONTENEGRO OTORRINOLARINGOLOGIA E MEDICINA DO SONO,1
CASSIANO ADVOGADOS,1
"ESCOLA DE ARQUITETURA, ARTE E DESIGN DA UNIVERSIDADE DO MINHO",1
CENTRO FEDERAL DE EDUCACAO TECNOLOGICA DE PETROLINA,1
"UNIVERSIDADE ESTADUAL DE MONTES CLAROS, PROGRAMA DE POS-GRADUACAO EM CIENCI",1
FACULDADE DE TECNOLOGIA DE SAO PAULO - IPIRANGA,1
SECRETARIA DA ADMINSTRACAO DA BAHIA,1
KORIN AGROPECUARIA LTDA.,1
SME-RJ,1
A ESCOLA SUPERIOR PEDAGOGICA DO BENGO,1
INSTITUTO DE FISICA (USP),1
NERY ADVOGADOS,1
ALEXANDRE SEGRE MEDICOS ASSOCIADOS LTDA,1
INSTITUTO LAURA VICUNA,1
AGENCIA PAULISTA DE TECNOLOGIA E AGRONEGOCIOS,1
SECRETARIA DE ORCAMENTO FEDERAL,1
INSTITUTO DE PESQUISAS HIDRAULICAS,1
KOMET IRRIGATION,1
UNIVERSIDADE DE PARIS VIII,1
INSTITUTO FEDERAL DO MARANHAO - IFMA CAMPUS COELHO NETO,1
SECRETARIA MUNICIPAL DE EDUCACAO (BG),1
INSTITUTO FEDERAL DO CEARA - CAMPUS FORTALEZA,1
PREFEITURA MUNICIPAL DE VILHENA,1
LUSTOSA & STROZZI ADVOGADOS,1
CENTRO FILADELFIA DE LONDRINA,1
UNIVERSIDAD HOLGUIN &QUOT;OSCAR LUCERO MOYA&QUOT;,1
INSTITUTO TECNICO-CIENTIFICO DE PERICIA,1
PREFEITURA MUNICIPAL DE FUNDAO,1
FUNDACAO ASSISTENCIA MEDICA URGENCIA DE CONTAGEM,1
EMBRAPA- CENTRO NACIONAL DE PESQUISA MILHO E SORGO,1
INSTITUTO DE MEDICINA E PESQUISA SOCORRO MORAIS,1
CESAR FERREIRA DA SILVA,1
SANTA CASA DA MISERICORDIA DO RIO DE JANEIRO,1
DEGASE,1
NUCLEO DE PESQUISA EM POS-COLHEITA,1
TIM S.A,1
SECRETARIA MUNICIPAL DE EDUCACAO DE NOVO CABRAIS,1
DIRETORIA DE ENSINO DE CAIEIRAS,1
FACULDADE BATISTA DO PARANA,1
INSTITUTO DE NEUROLOGIA DEOLINDO COUTO,1
UNIVERSIDADE FEDERAL DE MATO GROSSO/CAMPUS UNIVERSITARIO DE SINOP,1
FACULDADE PRINCESA DO OESTE,1
PAIM TELES CONTABILIDADE E EMPREENDIMENTOS LTDA,1
INSTITUTO FEDERAL SUL-RIO-GRANDENSE CAMPUS BAGE,1
INSTITUTO DE EDUCACAO DE ANGRA DOS REIS,1
UNIVERSIDADE FEDERAL DE UBERLANDIA - UFU,1
NAVARINI ENGENHARIA E CONSTRUCOES LTDA.,1
CLINICA NELSON DOMINGUES,1
WEFOREST,1
SECRETARIA MUNICIPAL DE SAUDE DE NATAL (RN),1
"SECRETARIA MUNICIPAL DA SAUDE DE FOZ DO IGUACU, PR",1
CURSO DE ODONTOLOGIA DA ESCOLA BAHIANA DE MEDICINA E SAUDE PUBLICA,1
SECRETARIA ESTADUAL DA SAUDE - SP,1
MAX-PLANCK-INSTITUT FUR HERZ- UND LUNGENFORSCHUNG,1
INSTITUTO DE QUIMICA  DA USP,1
INSTITUICAO FEDERAL DE ALAGOAS - CAMPUS PIRANHAS,1
LABORATORIO DE SAUDE PUBLICA,1
CLINICA DERMATOLOGICA DRA LAURA BURATINI,1
CENTRO DE APOIO A PESQUISA PALEONTOLOGICA,1
FACULDADE SANTA CASA DA BAHIA,1
FEDERACAO DOS TRABALHADORES NO COMERCIO DE SANTA CATARINA,1
UNIVERSITY OF  THE WESTERN CAPE,1
INOVIDE EMPRESA ESPECIALIZADA EM SAUDE LTDA,1
MUSEU DA GEODIVERSIDADE,1
SOCIEDADE BRASILEIRA DE DIREITO MEDICO E BIOETICA,1
ESCOLA PRESIDENTE ARTHUR DA COSTA E SILVA,1
SECRETARIA DE SAUDE ESTRELA/RS,1
GRUPO EMS LEGRAND PHARMA,1
TRIBUNAL REGIONAL DO TRABALHO 12 REGIAO,1
DEPARTAMENTO DE SAUDE COLETIVA-DIVISAO DE VIGILANCIA EPIDEMIOLOGICA,1
FUNDACAO UNIVERSIDADE FEDERAL DO AMAPA,1
FUNDACAO PARA INOVACOES TECNOLOGICAS - FITEC,1
EE  MIN. JOAO PAULO DOS REIS VELOSO (CEPV),1
GUIMARAES & GASTAUD ADVOGADOS ASSOCIADOS,1
ARMOR BRASIL INDUSTRIA E COMERCIO DE FITAS PARA IMPRESSAO LTDA,1
UNIVERSIDADE ESTADUDAL DE MATO GROSSO DO SUL,1
CHRISTUS FACULDADE DO PIAUI,1
"HOSPITAL ISRAELITA ALBERT EINSTEIN - SAO PAULO, BRASIL",1
SECRETARIA DE ESTADO DE EDUCACAO E QUALIDADE NO ENSINO,1
PREFEITURA MUNICIPAL DE PORTO REAL,1
FACULDADE DE ENFERMAGEM - UFG,1
